"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","list-view-header","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-bodrum-yahsi-kiralik/mustakil-ev/43161-10804","32","245.000","24-03-2024","Kiralık Müstakil Ev","2 +
                        1","110 m²","30
                      Yaşında","","Bodrum, Yahşi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/3/5/0/4/2/4/a05deaa3-958f-4609-b2b0-285d528ef385.jpg","Bodrum Bağla'da Kendi Plajı Olan Sezonluk Kiralık Müstakil Ev",""
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/128053-702","32","600.000","15-04-2024","Kiralık Villa","6 +
                        1","350 m²","Sıfır Bina","","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/global-ipek-yapi-as-128053/ramazan-ipek-3191235","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/5/7/1/0/2/4/569d9c7b-6c24-45dc-9c89-0a398c213c33.jpg","Yalıkavak'ta Kiralık Müstakil Havuzlu Tek Katlı 6+1 Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/3/2/1/9/1/3/0dfbe834-71c9-4d53-aa20-c2c219bc0005.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yahsi-kiralik/villa/110920-2607","24","60.000","25-03-2024","Kiralık Villa","3 +
                        1","135 m²","7
                      Yaşında","","Bodrum, Yahşi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-saygin-emlak-110920/nurcan-saygin-2312253","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/3/1/1/4/2/4/194845f0-2001-4de7-97a7-26e095eb7a7e.jpg","Ortakent Yahşi'de Yıllık Kiralık Havuzlu Site İçi Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/3/5/2/2/1/3/2/6bf6c1b8-011d-4a74-802c-979499d733dc.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-dirmil-kiralik/residence/34401-11792","19","450.000","15-04-2024","Kiralık Residence","2 +
                        1","120 m²","4
                      Yaşında","2. Kat","Bodrum, Dirmil Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/net-istanbul-luxury-34401","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/4/3/6/2/2/4/83795822-0506-4e09-88c6-e5efd7d1645f.jpg","Yalıkavak D Plaj Da Denize Sıfır Kum Plajlı 2+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/4/4/3/0/838f4020-84c4-4dc4-8dda-1183370e1398.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-kucukbuk-kiralik/villa/5554-4924","10","140.000","16-04-2024","Kiralık Villa","3 +
                        1","140 m²","18
                      Yaşında","","Bodrum, Küçükbük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/usta-emlak-musavirligi-5554/erdinc-usta-5554","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/5/2/3/4/2/4/6ac55321-4b75-4346-96fe-5db220c32dc7.jpg","Denize 50 Mt Mesafede 3+1 Kendine Ait Plajlı Sitede Tatil Keyfi...","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/4/5/5/5/0/0/41f2ae76-a5e1-4ed2-a17d-77951a420a51.jpeg"
"https://www.hepsiemlak.com/mugla-milas-emek-kiralik/daire/140615-40","10","15.000","05-04-2024","Kiralık Daire","3 +
                        1","65 m²","Sıfır Bina","3. Kat","Milas, Emek Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/dogadan-gayrimenkul-140615","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/3/3/9/3/2/4/1711047432-371578-42393310.jpeg","Milas Emekte Kiralık 2+1 Sıfır Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/6/0/4/1/d5f97eea-c833-480e-b62d-610d44e56ddb.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-farilya-kiralik/daire/37175-1661","20","28.000","15-04-2024","Kiralık Daire","3 +
                        1","130 m²","4
                      Yaşında","Bahçe Katı","Bodrum, Farilya Mahallesi","","","Gündoganda Yıllık Denize Yakın  Bakımlı Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/daire/134363-82","10","50.000","14-04-2024","Kiralık Daire","2 +
                        1","90 m²","26
                      Yaşında","Zemin","Bodrum, Koyunbaba Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yu-ce-gayrimenkul-danismanlik-134363","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/6/3/4/3/1/093dfca7-f31d-459a-9619-19cee4ba150f.jpg","Muğla Bodrum Gümüşlük'te Güm-San 2 Sitesinde Kiralık 2+1 Daire",""
"https://www.hepsiemlak.com/mugla-ortaca-eksiliyurt-kiralik/mustakil-ev/143946-41","13","12.000","08-04-2024","Kiralık Müstakil Ev","2 +
                        1","90 m²","5
                      Yaşında","","Ortaca, Ekşiliyurt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/topcu-emlak-143946","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/9/3/4/1/e0691e4e-9de9-4af8-8471-cdf619e1add9.jpg","Ekşiliyurtta Kiralık Müstakil Ful Eşyalı 2+1 Ev",""
"https://www.hepsiemlak.com/mugla-milas-bozalan-kiralik/mustakil-ev/144035-7","13","80.000","20-03-2024","Kiralık Müstakil Ev","3 +
                        1","349 m²","5
                      Yaşında","","Milas, Bozalan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/9/7/8/3/2/4/2d227fdb-5064-4b20-a29a-fa215b995474.jpg","Gökova'da Kiralık 3+2 Deniz Manzaralı Tripleks",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/villa/54899-3796","30","350.000","09-04-2024","Kiralık Villa","5 +
                        1","250 m²","10
                      Yaşında","","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gumus-gayrimenkul-yatirim-danismanligi-54899/sevil-ece-gumus-kapar-1389897","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/9/3/7/1/2/4/c0252833-ac29-4123-ba8d-2c5ed87b3aff.jpg","Bitez'de Özel Havuzlu Tam Müstakil Yıllık Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/7/9/8/9/8/3/1/d716a57b-b4c6-401d-9807-720a1c28ce2b.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/118251-136","17","24.000","15-04-2024","Kiralık Daire","1 +
                        1","65 m²","4
                      Yaşında","Teras Katı","Bodrum, Eskiçeşme Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/9/0/2/0/4/1711243114939-40209847.jpg","Bodrum Merkez Marinaya 50 Metre Yürüme Mesafesinde Modern Esyali Senelik Kiralik 1+1 Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-gocek-kiralik/villa/21191-1801","22","72.000","03-04-2024","Kiralık Villa","4 +
                        1","220 m²","15
                      Yaşında","","Fethiye, Göcek Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/2/8/5/2/2/4/1708769938-529729-42258202.jpeg","Göcek De , Deniz Manzaralı 4+1 Yıllık Kiralık",""
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/villa/6231-13379","29","4.050.000","21-03-2024","Kiralık Villa","6 +
                        2","700 m²","4
                      Yaşında","Bahçe Katı","Bodrum, Geriş Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/8/8/8/3/2/4/8b0930b0-8c50-4c57-a268-68e42c162df0.jpeg","Bodrum Yalıkavak'ta Mobilyalı Kiralık Lüks Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-ataturk-kiralik/daire/126009-273","21","13.000","06-04-2024","Kiralık Daire","2 +
                        1","90 m²","3
                      Yaşında","Giriş Katı","Ortaca, Atatürk Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/murat-cimen-gayrimenkul-126009","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/3/7/6/4/2/4/1712400303212-42467397.jpg","Murat Çimen'den Atatürk Mah.2+1bahce Katı Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/0/0/6/2/1/ad36ec74-a175-4fc9-8e1c-c18c95e855c7.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/130116-255","12","18.000","04-04-2024","Kiralık Daire","2 +
                        1","70 m²","4
                      Yaşında","Ara Kat","Fethiye, Taşyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ladin-property-130116","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/7/8/4/4/2/4/3d6113f5-eccf-4a57-a42c-c1d2c6c2678f.jpg","Taşyaka Ovacık Köprüsü Yakını Uzun Dönem Eşyalı Kiralık 2+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/1/0/3/1/7767c85a-3469-46cd-a250-c58b9103bcd5.jpg"
"https://www.hepsiemlak.com/mugla-mentese-yenice-kiralik/villa/98862-89","24","40.000","03-04-2024","Kiralık Villa","4 +
                        1","1.000 m²","Sıfır Bina","","Menteşe, Yenice Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/alatepe-yapi-emlak-98862","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/4/9/5/8/1/4/1701592406463-41859423.jpg","Muğla Menteşe Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/8/8/9/0/f9cdb3f7-4a83-4654-9244-d4d818ff074b.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/villa/124552-291","20","35.000","02-04-2024","Kiralık Villa","3 +
                        2","160 m²","5
                      Yaşında","","Bodrum, Koyunbaba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/4/2/0/4/2/4/1711197629030-42402427.jpg","Kiralık.Bodrum Koyunbaba 3+2 Dubleks Villa.35 Bin Tl",""
"https://www.hepsiemlak.com/mugla-mentese-bayir-kiralik/daire/121535-733","20","15.000","11-04-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","Ara Kat","Menteşe, Bayır Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/taner-akbulut-emlak-gayrimenkul-121535","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/1/7/1/2/2/4/1712599087490-42217189.jpg","Bayır'da Okula Yakın 2+1 Geniş Kiralık Sıfır 3.Kat Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/3/5/1/2/1/c9124322-1ecc-434a-a454-d00d653a0196.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/daire/6897-3571","20","475.000","12-04-2024","Kiralık Daire","3 +
                        1","140 m²","5
                      Yaşında","En Üst Kat","Bodrum, Gündoğan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/exper-exper-6897","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/0/2/0/8/0/4/a108b586-bbcb-4972-a82f-183bde5f720f.jpg","Bodrum Gündoğan Plajlı Lüks Sitede Ağustos Ayı Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/6/0/0/9ad4c8c6-2fd8-4d59-bb14-a57f8e27c586.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/66325-3138","14","35.000","13-04-2024","Kiralık Daire","2 +
                        1","150 m²","25
                      Yaşında","2. Kat","Bodrum, Eskiçeşme Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/minev-gayrimenkul-66325","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/2/1/5/4/2/4/1712126116-368187-42451214.jpeg","Bodrum Merkez Marina Karşısında Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/2/3/6/6/0/c7ef2c8a-f581-4834-a8e8-7944a8bb30e2.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/57218-191","40","1.100.000","08-04-2024","Kiralık Villa","4 +
                        2","450 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Türkbükü Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/alinda-emlak-57218/mehmet-albayrak-1060696","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/0/3/7/4/2/4/93204ee2-f78a-45ca-aea6-40f51b0ddbcd.jpeg","Bodrum Türkbükü Hebil'de Denize Sıfır Özel Havuzlu Villalar","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/mugla-ortaca-beskopru-kiralik/daire/138526-656","19","12.000","04-04-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","1. Kat","Ortaca, Beşköprü Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/adress-ailesi-138526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/2/8/5/4/2/4/7201b18d-6125-4734-a7d5-df7ed993d650.jpg","Adress Ailesinden Merkezi Konumda 2+1  Isı Pompalı  Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/2/5/8/3/1/d6cf4f1e-4205-4df1-a525-787c6f7612a9.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/28555-2298","35","85.000","02-04-2024","Kiralık Daire","3 +
                        1","125 m²","4
                      Yaşında","2. Kat","Bodrum, Turgutreis Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/9/7/4/4/2/4/a593e096-0657-4d25-9988-1afbff8363fb.jpg","Sör Emlak'tan Denize Sıfır Özel Plaj Manzara Kiralık Lüks Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-foca-kiralik/villa/140598-21","23","35.000","09-04-2024","Kiralık Villa","4 +
                        1","160 m²","Sıfır Bina","Bahçe Katı","Fethiye, Foça Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fethiye-artemis-emlak-140598","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/8/7/3/4/2/4/a0bda6ea-4ba4-450d-a095-022a86d174cd.jpeg","Fethiye Foça Kiralık 4+1 Havuzlu Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/0/4/1/f4e23db8-a3e3-4cca-8ee5-400e25f5bcea.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/56203-4547","36","200.000","30-03-2024","Kiralık Villa","6 +
                        2","400 m²","9
                      Yaşında","","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yalihan-gayrimenkul-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/2/7/3/4/2/4/b12356cd-d1fb-4feb-a031-3db6d032398b.jpg","Bodrum Yalıkavak Ta Deniz Manzaralı 6+2 Havuzlu Eşyalı 12 Ay Kiralık Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/140202-185","20","30.000","03-04-2024","Kiralık Daire","2 +
                        1","110 m²","8
                      Yaşında","En Üst Kat","Bodrum, Turgutreis Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/century21-begonvill-gayrimenkul-140202","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/4/2/1/4/2/4/1711390933186-42412492.jpg","Bodrum Turgutreis'de Denıze Yakın Eşyalı  Kiralik Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/2/0/4/1/8d551aa9-c36f-461b-82f1-9ea4c17571a5.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-karacali-kiralik/daire/130486-141","28","10.000","03-04-2024","Kiralık Daire","2 +
                        1","140 m²","10
                      Yaşında","3. Kat","Dalaman, Karaçalı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/0/4/9/3/2/4/1711069394-737675-42394016.jpeg","Dalaman Merkezde Eşyasız Kiralık 2+1 Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/daire/65421-1255","40","40.000","15-04-2024","Kiralık Daire","2 +
                        1","70 m²","25
                      Yaşında","Bahçe Katı","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-kule-emlak-65421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/3/3/9/3/2/4/1711049250-330009-42393372.jpeg","Bitez  Sezonluk Site İçi 2+1 Bahçe Katı…,,","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/2/4/5/6/0/3f934c6d-ed05-4828-92d4-6515f1a8c557.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-muskebi-kiralik/villa/133078-204","54","65.000","09-04-2024","Kiralık Villa","4 +
                        1","220 m²","7
                      Yaşında","","Bodrum, Müskebi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/funda-gayrimenkul-133078/sultan-funda-oruc-3524415","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/9/2/9/3/2/4/1711040925265-42392965.jpg","Ortakent Müskebide Senelik Kiralık Villa.","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/1/4/4/2/5/3/92d6faff-d401-484b-9d50-29e6beb95a52.jpg"
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/mustakil-ev/121672-160","54","28.000","26-03-2024","Kiralık Müstakil Ev","3 +
                        1","110 m²","10
                      Yaşında","","Ula, Akyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/nese-emlak-121672","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/6/1/2/1/9c302770-f564-496d-a834-73b49064a658.jpg","Neşeden Akyakada Yıllık, Kiralık,Boş Müstakil Ev",""
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/villa/87327-1192","35","100.000","08-04-2024","Kiralık Villa","3 +
                        1","250 m²","9
                      Yaşında","","Milas, Güllük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/aj-mimarlik-gayrimenkul-87327/aj-yapi-jasmin-turk-1722478","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/7/4/2/2/7/1/0ddcae31-6a45-40ea-9e93-01e2d1ae3fb3.jpg","Bodrum Hava Alanina 10dk Mesafede Denize Sıfır Butik Site İçerisinde Lüks Mustakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/2/3/7/8/0/3f270af4-318a-4f33-9521-2bf80a3bf4d2.jpg"
"https://www.hepsiemlak.com/mugla-mentese-muslihittin-kiralik/daire/92216-1364","60","25.000","16-04-2024","Kiralık Daire","3 +
                        1","160 m²","15
                      Yaşında","3. Kat","Menteşe, Muslihittin Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yatagan-emlak-92216","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/2/2/9/0/ef3bc344-e800-4aae-baed-3877633e73ac.jpg","Muğla Merkez De Kiralık 3+1 Doğalgazlı Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/mustakil-ev/140073-184","25","165.000","19-03-2024","Kiralık Müstakil Ev","4 +
                        1","200 m²","10
                      Yaşında","","Bodrum, Akyarlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-elit-bodrumgayrimenkul-140073","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/6/6/4/2/2/4/7d867ad8-6082-4e4f-83f7-a91f2995430a.jpg","Plajlı Sitede 4+1 Kiralık Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/0/0/4/1/b2bd7933-5065-4976-acbe-d59343823637.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/mustakil-ev/141737-3","40","1.200.000","28-03-2024","Kiralık Müstakil Ev","3 +
                        1","152 m²","14
                      Yaşında","","Bodrum, Yalıkavak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/2/0/5/0/2/4/1705252759263-42050283.jpg","Bodrum Yalıkavakta Sezonluk Denize Yakın Havuzlu Müstakil Villa",""
"https://www.hepsiemlak.com/mugla-bodrum-gumusluk-kiralik/mustakil-ev/115016-711","37","140.000","22-03-2024","Kiralık Müstakil Ev","2 +
                        1","220 m²","6
                      Yaşında","","Bodrum, Gümüşlük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/asu-emlak-115016","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/3/1/2/9/0/4/1701777014268-40921377.jpg","Bodrum Gümüşlük Tek Katlı 3+1 Ve 1+1 Müştemilatlı Kiralık Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/0/5/1/1/a4214d93-45ff-4135-9e86-baa1ba2b7966.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/daire/5632-8648","27","50.000","05-04-2024","Kiralık Daire","2 +
                        1","100 m²","12
                      Yaşında","Bahçe Katı","Bodrum, Yalıkavak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/4/7/8/3/2/4/1710948675-8053799-42387431.jpeg","Bodrum Yalıkavak Manzaralı Mobilyalı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-karabag-kiralik/daire/65634-3485","27","25.000","20-03-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","Giriş Katı","Bodrum, Karabağ Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/akya-emlak-65634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/8/7/1/7/1/4/a01265a7-63ff-43c4-9820-eb0c8fad4133.jpg","Turgutreis Karabağ'da 2+1 Eşyalı Bahçeli Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/5/6/0/96c21c78-017d-4940-992c-1cbe9fe36b78.jpg"
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/villa/49859-2687","27","25.000","03-04-2024","Kiralık Villa","3 +
                        1","130 m²","15
                      Yaşında","","Ula, Akyaka Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/6/2/1/7/0/4/df056049-7f07-4a3e-81fd-0422305cca8f.jpg","!!! Açıklamayı Okuyunuz !!!   Akyaka'da Full Eşyalı 3+1 115m2 Tripleks Kiralık Villa",""
"https://www.hepsiemlak.com/mugla-mentese-ortakoy-kiralik/daire/94718-2437","19","17.000","23-03-2024","Kiralık Daire","3 +
                        1","135 m²","20
                      Yaşında","2. Kat","Menteşe, Ortaköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kdm-gayrimenkul-mugla-94718","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/2/0/4/2/4/86a0e3a4-81ff-4ebb-9cdd-13502c507967.jpg","Muğla Menteşe Karabağlarda 3+1 135 M2 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/1/7/4/9/0/3ce98b38-235d-40c2-9268-4a6731df2f0c.jpg"
